NLC,Origin TLC,Station Name,Government Office Region (GOR),County or Unitary Authority,District or Unitary Authority,NUTS2 Spatial_Unit Code,NUTS2 Spatial Unit,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,Entries Full,Entries Reduced,Entries Season,Entries Total,Exits Full,Exits Reduced,Exits Season,Exits Total,1415 Entries & Exits,1314 Entries & Exits,Interchanges,Large station Flag,Small Station Flag,Explanation of large change,Sources,
1243,CRE,Crewe,North West,Cheshire,Crewe And Nantwich,UKD2,Cheshire,Virgin Trains (West Coast),,,," 426,119 "," 706,515 "," 192,633 "," 1,325,267 "," 426,119 "," 706,515 "," 192,633 "," 1,325,267 "," 2,650,534 "," 2,511,958 "," 1,315,611 ",0,0,,,
5832,CKN,Crewkerne,South West,Somerset,South Somerset,UKK2,Dorset and Somerset,South West Trains,,,," 10,343 "," 55,042 "," 5,521 "," 70,906 "," 10,343 "," 55,042 "," 5,521 "," 70,906 "," 141,812 "," 131,160 ", -   ,0,0,,,
6007,CWH,Crews Hill,London,Greater London,Enfield,UKI2,Outer London,Govia Thameslink Railway,,,London Travelcard Area Station," 13,893 "," 65,226 "," 10,453 "," 89,572 "," 13,893 "," 65,226 "," 10,453 "," 89,572 "," 179,144 "," 194,968 ", -   ,0,0,,,
8826,CNR,Crianlarich,Scotland,Stirling,Stirling,UKM2,Eastern Scotland,ScotRail,,,," 4,000 "," 4,376 ", -   ," 8,376 "," 4,000 "," 4,376 ", -   ," 8,376 "," 16,752 "," 13,040 "," 1,619 ",1,0,Timetable improvement on the West Highland line - May 2014,,
4312,CCC,Criccieth,Wales - Cymru,Gwynedd - Gwynedd,Gwynedd - Gwynedd,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 4,942 "," 2,220 ", 628 ," 7,790 "," 4,942 "," 2,220 ", 628 ," 7,790 "," 15,580 "," 18,064 ", -   ,1,0,Demand decrease - also possibly due to winter storm damage,,
1519,CRI,Cricklewood,London,Greater London,Barnet,UKI2,Outer London,Govia Thameslink Railway,,,London Travelcard Area Station," 109,985 "," 177,173 "," 459,621 "," 746,779 "," 109,985 "," 177,173 "," 459,621 "," 746,779 "," 1,493,558 "," 1,338,296 ", -   ,1,0,High growth trend,,
9778,CFF,Croftfoot,Scotland,South Lanarkshire,South Lanarkshire,UKM3,South Western Scotland,ScotRail,,Strathclyde,," 21,347 "," 45,568 "," 36,746 "," 103,661 "," 21,347 "," 45,568 "," 36,746 "," 103,661 "," 207,322 "," 194,964 ", -   ,0,0,,,
5078,CFT,Crofton Park,London,Greater London,Lewisham,UKI1,Inner London,Southeastern,,,London Travelcard Area Station," 94,469 "," 100,634 "," 195,159 "," 390,262 "," 94,469 "," 100,634 "," 195,159 "," 390,262 "," 780,524 "," 689,810 ", -   ,1,0,High growth trend,,
7295,CMR,Cromer,East,Norfolk,North Norfolk,UKH1,East Anglia,Abellio Greater Anglia,,,," 27,530 "," 53,936 "," 10,050 "," 91,516 "," 27,530 "," 53,936 "," 10,050 "," 91,516 "," 183,032 "," 186,672 ", -   ,0,0,,,
1822,CMF,Cromford,East Midlands,Derbyshire,Derbyshire Dales,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,," 6,467 "," 10,990 "," 2,890 "," 20,347 "," 6,467 "," 10,990 "," 2,890 "," 20,347 "," 40,694 "," 35,752 ", -   ,1,0,High growth trend,,
9628,CKT,Crookston Glasgow,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,ScotRail,,Strathclyde,," 23,459 "," 32,421 "," 19,028 "," 74,908 "," 23,459 "," 32,421 "," 19,028 "," 74,908 "," 149,816 "," 132,552 ", -   ,1,0,Reason for change unclear - possible ramp up from Paisley Canal line electrification,,
8473,CRG,Cross Gates,Yorkshire And The Humber,West Yorkshire,Leeds,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,," 85,942 "," 69,414 "," 86,124 "," 241,480 "," 85,942 "," 69,414 "," 86,124 "," 241,480 "," 482,960 "," 475,700 ", -   ,0,0,,,
8554,CFL,Crossflatts,Yorkshire And The Humber,West Yorkshire,Bradford,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,," 75,692 "," 64,481 "," 115,890 "," 256,063 "," 75,692 "," 64,481 "," 115,890 "," 256,063 "," 512,126 "," 464,022 ", -   ,1,0,Fairly strong growth across Airedale/Wharfdale lines,,
9814,COI,Crosshill,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,ScotRail,,Strathclyde,," 36,571 "," 61,348 "," 59,020 "," 156,939 "," 36,571 "," 61,348 "," 59,020 "," 156,939 "," 313,878 "," 298,676 ", -   ,0,0,,,
9902,CKY,Crosskeys,Wales - Cymru,Caerphilly - Caerffili,Caerphilly - Caerffili,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 34,097 "," 2,969 "," 19,897 "," 56,963 "," 34,097 "," 2,969 "," 19,897 "," 56,963 "," 113,926 "," 119,362 ", -   ,0,0,,,
9796,CMY,Crossmyloof,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,ScotRail,,Strathclyde,," 79,606 "," 126,695 "," 99,471 "," 305,772 "," 79,606 "," 126,695 "," 99,471 "," 305,772 "," 611,544 "," 564,894 ", -   ,0,0,,,
2313,CSO,Croston,North West,Lancashire,Chorley,UKD4,Lancashire,Northern Rail,,,," 8,386 "," 10,394 "," 3,834 "," 22,614 "," 8,386 "," 10,394 "," 3,834 "," 22,614 "," 45,228 "," 47,814 ", -   ,0,0,,,
7406,CRH,Crouch Hill,London,Greater London,Islington,UKI1,Inner London,London Overground,,,London Travelcard Area Station," 91,304 "," 142,064 "," 182,707 "," 416,075 "," 91,304 "," 142,064 "," 182,707 "," 416,075 "," 832,150 "," 789,704 ", -   ,0,0,,,
5325,COH,Crowborough,South East,East Sussex,Wealden,UKJ2,"Surrey, East & West Sussex",Southern,,,," 31,938 "," 48,679 "," 119,364 "," 199,981 "," 31,938 "," 48,679 "," 119,364 "," 199,981 "," 399,962 "," 411,360 ", -   ,0,0,,,
5233,CWU,Crowhurst,South East,East Sussex,Rother,UKJ2,"Surrey, East & West Sussex",Southeastern,,,," 4,594 "," 7,322 "," 9,892 "," 21,808 "," 4,594 "," 7,322 "," 9,892 "," 21,808 "," 43,616 "," 36,268 ", -   ,1,0,Reason for change unclear,,
6524,CWE,Crowle,Yorkshire And The Humber,North Lincolnshire,North Lincolnshire,UKE1,East Riding and North Linconshire,Northern Rail,,,," 3,456 "," 9,592 "," 2,423 "," 15,471 "," 3,456 "," 9,592 "," 2,423 "," 15,471 "," 30,942 "," 23,618 ", -   ,1,0,Recovery from Hatfield Colliery Landslip in previous year,,
5628,CRN,Crowthorne,South East,Bracknell Forest,Bracknell Forest,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,," 41,333 "," 56,687 "," 53,888 "," 151,908 "," 41,333 "," 56,687 "," 53,888 "," 151,908 "," 303,816 "," 296,692 ", -   ,0,0,,,
9943,CRO,Croy,Scotland,North Lanarkshire,North Lanarkshire,UKM3,South Western Scotland,ScotRail,,Strathclyde,," 152,259 "," 323,375 "," 195,321 "," 670,955 "," 152,259 "," 323,375 "," 195,321 "," 670,955 "," 1,341,910 "," 1,239,086 ", -   ,0,0,,,
5356,CYP,Crystal Palace,London,Greater London,Bromley,UKI2,Outer London,London Overground,,,London Travelcard Area Station," 353,283 "," 544,594 "," 488,507 "," 1,386,384 "," 353,283 "," 544,594 "," 488,507 "," 1,386,384 "," 2,772,768 "," 2,473,534 "," 520,437 ",1,0,High growth trend,,
2305,CUD,Cuddington,North West,Cheshire,Vale Royal,UKD2,Cheshire,Northern Rail,,,," 11,921 "," 16,588 "," 4,814 "," 33,323 "," 11,921 "," 16,588 "," 4,814 "," 33,323 "," 66,646 "," 64,066 ", -   ,0,0,,,
6008,CUF,Cuffley,East,Hertfordshire,Welwyn Hatfield,UKH2,Bedfordshire and Hertforshire,Govia Thameslink Railway,,,," 76,381 "," 89,241 "," 199,754 "," 365,376 "," 76,381 "," 89,241 "," 199,754 "," 365,376 "," 730,752 "," 696,762 ", -   ,0,0,,,
3107,CUM,Culham,South East,Oxfordshire,South Oxfordshire,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,," 8,830 "," 5,112 "," 17,663 "," 31,605 "," 8,830 "," 5,112 "," 17,663 "," 31,605 "," 63,210 "," 61,062 ", -   ,0,0,,,
8625,CUA,Culrain,Scotland,Highland,Highland,UKM4,Highlands and Islands,ScotRail,,,, 206 , 59 , -   , 265 , 206 , 59 , -   , 265 , 530 , 628 , -   ,0,0,,,
9721,CUB,Cumbernauld,Scotland,North Lanarkshire,North Lanarkshire,UKM3,South Western Scotland,ScotRail,,Strathclyde,," 33,602 "," 48,632 "," 22,157 "," 104,391 "," 33,602 "," 48,632 "," 22,157 "," 104,391 "," 208,782 "," 196,072 "," 2,982 ",0,0,,,
9121,CUP,Cupar,Scotland,Fife,Fife,UKM2,Eastern Scotland,ScotRail,,,," 33,904 "," 49,908 "," 15,868 "," 99,680 "," 33,904 "," 49,908 "," 15,868 "," 99,680 "," 199,360 "," 194,278 ", -   ,0,0,,,
9218,CUH,Curriehill,Scotland,Edinburgh City Of,Edinburgh City Of,UKM2,Eastern Scotland,ScotRail,,,," 14,497 "," 9,432 "," 9,661 "," 33,590 "," 14,497 "," 9,432 "," 9,661 "," 33,590 "," 67,180 "," 65,762 ", -   ,0,0,,,
5201,CUX,Cuxton,South East,Medway,Medway,UKJ4,Kent,Southeastern,,,," 7,527 "," 6,729 "," 6,533 "," 20,789 "," 7,527 "," 6,729 "," 6,533 "," 20,789 "," 41,578 "," 39,854 ", -   ,0,0,,,
3981,CMH,Cwmbach,Wales - Cymru,Rhondda Cynon Taff - Rhondda Cynon Taf,Rhondda Cynon Taff - Rhondda Cynon Taf,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 9,449 "," 1,516 ", 529 ," 11,494 "," 9,449 "," 1,516 ", 529 ," 11,494 "," 22,988 "," 20,278 ", -   ,1,0,Reason for change unclear,,
3738,CWM,Cwmbran,Wales - Cymru,Torfaen - Tor-Faen,Torfaen - Tor-Faen,UKL2,East Wales,Arriva Trains Wales,,,," 104,276 "," 29,855 "," 42,665 "," 176,796 "," 104,276 "," 29,855 "," 42,665 "," 176,796 "," 353,592 "," 347,888 ", -   ,0,0,,,
4147,CYN,Cynghordy,Wales - Cymru,Carmarthenshire - Sir Gaerfyrddin,Carmarthenshire - Sir Gaerfyrddin,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,, 445 , 198 , -   , 643 , 445 , 198 , -   , 643 ," 1,286 "," 1,312 ", -   ,0,0,,,
7440,DDK,Dagenham Dock,London,Greater London,Barking And Dagenham,UKI2,Outer London,c2c,,,London Travelcard Area Station," 45,085 "," 41,274 "," 98,633 "," 184,992 "," 45,085 "," 41,274 "," 98,633 "," 184,992 "," 369,984 "," 361,958 ", -   ,0,0,,,
2777,DSY,Daisy Hill,North West,Greater Manchester,Bolton,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 21,051 "," 40,647 "," 71,359 "," 133,057 "," 21,051 "," 40,647 "," 71,359 "," 133,057 "," 266,114 "," 280,194 ", -   ,0,0,,,
9135,DAG,Dalgety Bay,Scotland,Fife,Fife,UKM2,Eastern Scotland,ScotRail,,,," 45,362 "," 54,166 "," 54,378 "," 153,906 "," 45,362 "," 54,166 "," 54,378 "," 153,906 "," 307,812 "," 284,290 ", -   ,0,0,,,
8711,DAL,Dalmally,Scotland,Argyll And Bute,Argyll And Bute,UKM4,Highlands and Islands,ScotRail,,,," 1,991 "," 1,107 "," 1,071 "," 4,169 "," 1,991 "," 1,107 "," 1,071 "," 4,169 "," 8,338 "," 4,632 ", -   ,0,1,Timetable Improvement,,
9790,DAK,Dalmarnock,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,ScotRail,,Strathclyde,," 29,385 "," 63,285 "," 15,890 "," 108,560 "," 29,385 "," 63,285 "," 15,890 "," 108,560 "," 217,120 "," 100,360 ", -   ,1,0,"High growth trend continued, possibly due to station refurbishment and December 2013 timetable introduction of Sunday services",,
9415,DAM,Dalmeny,Scotland,Edinburgh City Of,Edinburgh City Of,UKM2,Eastern Scotland,ScotRail,,,," 51,474 "," 78,112 "," 96,333 "," 225,919 "," 51,474 "," 78,112 "," 96,333 "," 225,919 "," 451,838 "," 436,038 ", -   ,0,0,,,
9992,DMR,Dalmuir,Scotland,West Dunbartonshire,West Dunbartonshire,UKM3,South Western Scotland,ScotRail,,Strathclyde,," 108,190 "," 150,929 "," 190,862 "," 449,981 "," 108,190 "," 150,929 "," 190,862 "," 449,981 "," 899,962 "," 845,818 "," 61,456 ",0,0,,,
9864,DLR,Dalreoch,Scotland,West Dunbartonshire,West Dunbartonshire,UKM3,South Western Scotland,ScotRail,,Strathclyde,," 32,119 "," 51,038 "," 112,243 "," 195,400 "," 32,119 "," 51,038 "," 112,243 "," 195,400 "," 390,800 "," 391,096 ", -   ,0,0,,,
9483,DLY,Dalry,Scotland,North Ayrshire,North Ayrshire,UKM3,South Western Scotland,ScotRail,,Strathclyde,," 25,336 "," 43,409 "," 29,712 "," 98,457 "," 25,336 "," 43,409 "," 29,712 "," 98,457 "," 196,914 "," 186,760 ", -   ,0,0,,,
2077,DLS,Dalston,North West,Cumbria,Carlisle,UKD1,Cumbria,Northern Rail,,,," 6,544 "," 1,161 "," 3,898 "," 11,603 "," 6,544 "," 1,161 "," 3,898 "," 11,603 "," 23,206 "," 24,014 ", -   ,0,0,,,
1429,DLK,Dalston (Kingsland),London,Greater London,Hackney,UKI1,Inner London,London Overground,,,London Travelcard Area Station," 494,856 "," 1,093,628 "," 1,605,843 "," 3,194,327 "," 494,856 "," 1,093,628 "," 1,605,843 "," 3,194,327 "," 6,388,654 "," 6,174,590 ", -   ,0,0,,,
1443,DLJ,Dalston Junction,London,Greater London,Hackney,UKI1,Inner London,London Overground,,,London Travelcard Area Station," 483,625 "," 963,022 "," 409,247 "," 1,855,894 "," 483,625 "," 963,022 "," 409,247 "," 1,855,894 "," 3,711,788 "," 3,199,980 ", 0 ,1,0,East London Line High Growth,,
1957,DLT,Dalton,North West,Cumbria,Barrow-In-Furness,UKD1,Cumbria,Northern Rail,,,," 16,059 "," 10,570 "," 3,982 "," 30,611 "," 16,059 "," 10,570 "," 3,982 "," 30,611 "," 61,222 "," 53,786 ", -   ,1,0,"Possibly tourist traffic. May be linked to the expansion of a local zoo, which started in 2013",https://www.southlakessafarizoo.com/park-history/ ,
8628,DLW,Dalwhinnie,Scotland,Highland,Highland,UKM4,Highlands and Islands,ScotRail,,,, 773 , 457 , -   ," 1,230 ", 773 , 457 , -   ," 1,230 "," 2,460 "," 2,472 ", -   ,0,0,,,
7915,DNY,Danby,Yorkshire And The Humber,North Yorkshire,Scarborough,UKE2,North Yorkshire,Northern Rail,,,," 3,248 ", 744 , 228 ," 4,220 "," 3,248 ", 744 , 228 ," 4,220 "," 8,440 "," 10,836 ", -   ,1,0,Reason for change unclear - demand redistribution across Esk Valley line stations,,
3797,DCT,Danescourt,Wales - Cymru,Cardiff - Caerdydd,Cardiff - Caerdydd,UKL2,East Wales,Arriva Trains Wales,,,," 26,743 "," 2,514 "," 18,410 "," 47,667 "," 26,743 "," 2,514 "," 18,410 "," 47,667 "," 95,334 "," 85,522 ", -   ,1,0,High Growth Trend (Wales),,
4519,DZY,Danzey,West Midlands,Warwickshire,Stratford-On-Avon,UKG1,"Herefordshire, Worcestershire and Warwickshire",London Midland Trains,,,," 1,356 "," 1,399 ", 580 ," 3,335 "," 1,356 "," 1,399 ", 580 ," 3,335 "," 6,670 "," 7,272 ", -   ,0,0,,,
7877,DAR,Darlington,North East,Darlington,Darlington,UKC1,Tees Valley and Durham,Virgin Trains East Coast,,,," 296,316 "," 691,730 "," 140,666 "," 1,128,712 "," 296,316 "," 691,730 "," 140,666 "," 1,128,712 "," 2,257,424 "," 2,222,192 "," 395,605 ",0,0,,,
6729,DAN,Darnall,Yorkshire And The Humber,South Yorkshire,Sheffield,UKE3,South Yorkshire,Northern Rail,,South Yorkshire,," 2,998 "," 1,388 "," 2,111 "," 6,497 "," 2,998 "," 1,388 "," 2,111 "," 6,497 "," 12,994 "," 10,902 ", -   ,1,0,Reason for change unclear - no ticket office,,
7211,DSM,Darsham,East,Suffolk,Suffolk Coastal,UKH1,East Anglia,Abellio Greater Anglia,,,," 5,621 "," 20,170 "," 2,581 "," 28,372 "," 5,621 "," 20,170 "," 2,581 "," 28,372 "," 56,744 "," 55,498 ", -   ,0,0,,,
5101,DFD,Dartford,South East,Kent,Dartford,UKJ4,Kent,Southeastern,,,," 288,068 "," 449,409 "," 854,230 "," 1,591,707 "," 288,068 "," 449,409 "," 854,230 "," 1,591,707 "," 3,183,414 "," 3,020,132 "," 420,374 ",0,0,,,
8420,DRT,Darton,Yorkshire And The Humber,South Yorkshire,Barnsley,UKE3,South Yorkshire,Northern Rail,,South Yorkshire,," 28,115 "," 37,380 "," 44,801 "," 110,296 "," 28,115 "," 37,380 "," 44,801 "," 110,296 "," 220,592 "," 189,404 ", -   ,1,0,Reverses decline in previous year,,
2576,DWN,Darwen,North West,Blackburn With Darwen,Blackburn With Darwen,UKD4,Lancashire,Northern Rail,,,," 71,947 "," 55,438 "," 35,949 "," 163,334 "," 71,947 "," 55,438 "," 35,949 "," 163,334 "," 326,668 "," 319,156 ", -   ,0,0,,,
5668,DAT,Datchet,South East,Windsor And Maidenhead,Windsor And Maidenhead,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",South West Trains,,,," 55,313 "," 58,385 "," 62,201 "," 175,899 "," 55,313 "," 58,385 "," 62,201 "," 175,899 "," 351,798 "," 323,040 ", -   ,0,0,,,
2770,DVN,Davenport,North West,Greater Manchester,Stockport,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 29,860 "," 43,928 "," 63,636 "," 137,424 "," 29,860 "," 43,928 "," 63,636 "," 137,424 "," 274,848 "," 286,326 ", -   ,0,0,,,
3408,DWL,Dawlish,South West,Devon,Teignbridge,UKK4,Devon,First Great Western,,,," 27,562 "," 184,148 "," 66,688 "," 278,398 "," 27,562 "," 184,148 "," 66,688 "," 278,398 "," 556,796 "," 484,174 ", -   ,1,0,Bounce back from Dawlish sea wall collapse,,
3409,DWW,Dawlish Warren,South West,Devon,Teignbridge,UKK4,Devon,First Great Western,,,," 3,613 "," 70,970 "," 4,023 "," 78,606 "," 3,613 "," 70,970 "," 4,023 "," 78,606 "," 157,212 "," 138,966 ", -   ,1,0,Bounce back from Dawlish sea wall collapse,,
5011,DEA,Deal,South East,Kent,Dover,UKJ4,Kent,Southeastern,,,," 38,195 "," 110,036 "," 99,149 "," 247,380 "," 38,195 "," 110,036 "," 99,149 "," 247,380 "," 494,760 "," 469,770 ", -   ,0,0,,,
5942,DEN,Dean,South West,Wiltshire,Salisbury,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,," 3,682 "," 5,261 "," 3,961 "," 12,904 "," 3,682 "," 5,261 "," 3,961 "," 12,904 "," 25,808 "," 26,118 ", -   ,0,0,,,
2963,DGT,Deansgate,North West,Greater Manchester,Manchester,UKD3,Greater Manchester,Northern Rail,MANCHESTER BR,Greater Manchester,," 35,726 "," 100,653 "," 49,930 "," 186,308 "," 35,726 "," 100,653 "," 49,930 "," 186,308 "," 372,616 "," 370,515 ", -   ,0,0,,,
5412,DPD,Deepdene,South East,Surrey,Mole Valley,UKJ2,"Surrey, East & West Sussex",First Great Western,DORKING BR,,," 47,521 "," 81,136 "," 93,287 "," 221,944 "," 47,521 "," 81,136 "," 93,287 "," 221,944 "," 443,887 "," 464,485 "," 207,121 ",0,0,,,
2480,DGY,Deganwy,Wales - Cymru,Conwy - Conwy,Conwy - Conwy,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 3,478 "," 1,685 ", 274 ," 5,437 "," 3,478 "," 1,685 ", 274 ," 5,437 "," 10,874 "," 11,378 ", -   ,0,0,,,
8441,DHN,Deighton,Yorkshire And The Humber,West Yorkshire,Kirklees,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,," 11,914 "," 10,415 "," 24,594 "," 46,923 "," 11,914 "," 10,415 "," 24,594 "," 46,923 "," 93,846 "," 97,798 ", -   ,0,0,,,
2306,DLM,Delamere,North West,Cheshire,Vale Royal,UKD2,Cheshire,Northern Rail,,,," 4,976 "," 15,194 "," 1,517 "," 21,687 "," 4,976 "," 15,194 "," 1,517 "," 21,687 "," 43,374 "," 41,952 ", -   ,0,0,,,
8432,DBD,Denby Dale,Yorkshire And The Humber,West Yorkshire,Kirklees,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,," 33,751 "," 36,744 "," 30,099 "," 100,594 "," 33,751 "," 36,744 "," 30,099 "," 100,594 "," 201,188 "," 181,880 ", -   ,1,0,Reason for change unclear - no ticket office,,
3052,DNM,Denham,South East,Buckinghamshire,South Bucks,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",Chiltern Railways,,,," 38,856 "," 36,186 "," 77,001 "," 152,043 "," 38,856 "," 36,186 "," 77,001 "," 152,043 "," 304,086 "," 303,186 ", -   ,0,0,,,
3060,DGC,Denham Golf Club,South East,Buckinghamshire,South Bucks,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",Chiltern Railways,,,," 3,216 "," 1,912 "," 6,241 "," 11,369 "," 3,216 "," 1,912 "," 6,241 "," 11,369 "," 22,738 "," 20,932 ", -   ,0,0,,,
5421,DMK,Denmark Hill,London,Greater London,Southwark,UKI1,Inner London,Southeastern,,,London Travelcard Area Station," 782,616 "," 719,210 "," 1,313,678 "," 2,815,504 "," 782,616 "," 719,210 "," 1,313,678 "," 2,815,504 "," 5,631,008 "," 5,166,040 "," 126,836 ",0,0,,,
2103,DNT,Dent,North West,Cumbria,South Lakeland,UKD1,Cumbria,Northern Rail,,,," 3,725 ", 802 , -   ," 4,527 "," 3,725 ", 802 , -   ," 4,527 "," 9,054 "," 9,742 ", -   ,0,0,,,
2855,DTN,Denton,North West,Greater Manchester,Tameside,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,, 44 , 6 , 10 , 60 , 44 , 6 , 10 , 60 , 120 , 110 , -   ,0,0,,,
5145,DEP,Deptford,London,Greater London,Lewisham,UKI1,Inner London,Southeastern,,,London Travelcard Area Station," 121,850 "," 177,030 "," 320,380 "," 619,260 "," 121,850 "," 177,030 "," 320,380 "," 619,260 "," 1,238,520 "," 1,165,010 ", -   ,0,0,,,
1823,DBY,Derby,East Midlands,Derby,Derby,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,," 535,400 "," 1,000,996 "," 290,850 "," 1,827,246 "," 535,400 "," 1,000,996 "," 290,850 "," 1,827,246 "," 3,654,492 "," 3,498,476 "," 771,260 ",0,0,,,
7212,DBR,Derby Road,East,Suffolk,Ipswich,UKH1,East Anglia,Abellio Greater Anglia,,,," 9,119 "," 9,812 "," 3,671 "," 22,602 "," 9,119 "," 9,812 "," 3,671 "," 22,602 "," 45,204 "," 46,336 ", -   ,0,0,,,
3579,DPT,Devonport,South West,Plymouth,Plymouth,UKK4,Devon,First Great Western,PLYMOUTH BR,,," 2,599 "," 4,791 "," 9,594 "," 16,984 "," 2,599 "," 4,791 "," 9,594 "," 16,984 "," 33,968 "," 31,866 ", -   ,0,0,,,
8326,DEW,Dewsbury,Yorkshire And The Humber,West Yorkshire,Kirklees,UKE4,West Yorkshire,First TransPennine Express,,West Yorkshire,," 204,823 "," 378,041 "," 262,514 "," 845,378 "," 204,823 "," 378,041 "," 262,514 "," 845,378 "," 1,690,756 "," 1,669,758 ", -   ,0,0,,,
3030,DID,Didcot Parkway,South East,Oxfordshire,South Oxfordshire,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,," 293,907 "," 652,067 "," 595,655 "," 1,541,629 "," 293,907 "," 652,067 "," 595,655 "," 1,541,629 "," 3,083,258 "," 2,945,108 "," 491,568 ",0,0,,,
5753,DIG,Digby and Sowton,South West,Devon,Exeter,UKK4,Devon,First Great Western,,,," 42,339 "," 108,831 "," 134,585 "," 285,755 "," 42,339 "," 108,831 "," 134,585 "," 285,755 "," 571,510 "," 772,878 ", -   ,1,0,Digby & Sowton demand redistribution,,
5502,DMH,Dilton Marsh,South West,Wiltshire,West Wiltshire,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,," 3,496 "," 2,359 "," 3,902 "," 9,757 "," 3,496 "," 2,359 "," 3,902 "," 9,757 "," 19,514 "," 20,084 ", -   ,0,0,,,
3901,DMG,Dinas (Mid Glamorgan),Wales - Cymru,Rhondda Cynon Taff - Rhondda Cynon Taf,Rhondda Cynon Taff - Rhondda Cynon Taf,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 22,386 "," 2,956 "," 4,498 "," 29,840 "," 22,386 "," 2,956 "," 4,498 "," 29,840 "," 59,680 "," 62,822 ", -   ,0,0,,,
3830,DNS,Dinas Powys,Wales - Cymru,The Vale Of Glamorgan - Bro Morgannwg,The Vale Of Glamorgan - Bro Morgannwg,UKL2,East Wales,Arriva Trains Wales,,,," 29,963 "," 4,299 "," 18,005 "," 52,267 "," 29,963 "," 4,299 "," 18,005 "," 52,267 "," 104,534 "," 96,580 ", -   ,0,0,,,
3861,DGL,Dingle Road,Wales - Cymru,The Vale Of Glamorgan - Bro Morgannwg,The Vale Of Glamorgan - Bro Morgannwg,UKL2,East Wales,Arriva Trains Wales,,,," 27,067 "," 3,067 "," 10,202 "," 40,336 "," 27,067 "," 3,067 "," 10,202 "," 40,336 "," 80,672 "," 59,562 ", -   ,1,0,High Growth Trend (Wales),,
8632,DIN,Dingwall,Scotland,Highland,Highland,UKM4,Highlands and Islands,ScotRail,,,," 26,633 "," 13,278 "," 3,980 "," 43,891 "," 26,633 "," 13,278 "," 3,980 "," 43,891 "," 87,782 "," 101,996 ", 583 ,1,0,Unclear - decline in usage across a number of Far North line stations,,
7897,DND,Dinsdale,North East,Darlington,Darlington,UKC1,Tees Valley and Durham,Northern Rail,,,," 15,434 "," 3,220 "," 5,652 "," 24,306 "," 15,434 "," 3,220 "," 5,652 "," 24,306 "," 48,612 "," 43,962 ", -   ,1,0,High growth trend,,
2893,DTG,Dinting,East Midlands,Derbyshire,High Peak,UKF1,Derbyshire and Nottinghamshire,Northern Rail,,,," 12,530 "," 23,497 "," 33,614 "," 69,641 "," 12,530 "," 23,497 "," 33,614 "," 69,641 "," 139,282 "," 148,390 ", -   ,0,0,,,
2765,DSL,Disley,North West,Cheshire,Macclesfield,UKD2,Cheshire,Northern Rail,,,," 15,038 "," 32,465 "," 37,645 "," 85,148 "," 15,038 "," 32,465 "," 37,645 "," 85,148 "," 170,296 "," 167,820 ", -   ,0,0,,,
7348,DIS,Diss,East,Norfolk,South Norfolk,UKH1,East Anglia,Abellio Greater Anglia,,,," 61,410 "," 173,442 "," 106,219 "," 341,071 "," 61,410 "," 173,442 "," 106,219 "," 341,071 "," 682,142 "," 675,528 ", -   ,0,0,,,
3588,DOC,Dockyard,South West,Plymouth,Plymouth,UKK4,Devon,First Great Western,PLYMOUTH BR,,, 371 ," 1,250 "," 1,529 "," 3,150 ", 371 ," 1,250 "," 1,529 "," 3,150 "," 6,300 "," 6,970 ", -   ,0,0,,,
6781,DOD,Dodworth,Yorkshire And The Humber,South Yorkshire,Barnsley,UKE3,South Yorkshire,Northern Rail,,South Yorkshire,," 9,071 "," 7,906 "," 4,872 "," 21,849 "," 9,071 "," 7,906 "," 4,872 "," 21,849 "," 43,698 "," 36,390 ", -   ,1,0,Reason for change unclear - no ticket office,,
