NLC,Origin TLC,Station Name,Government Office Region (GOR),County or Unitary Authority,District or Unitary Authority,NUTS2 Spatial_Unit Code,NUTS2 Spatial Unit,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,Entries Full,Entries Reduced,Entries Season,Entries Total,Exits Full,Exits Reduced,Exits Season,Exits Total,1415 Entries & Exits,1314 Entries & Exits,Interchanges,Large station Flag,Small Station Flag,Explanation of large change,Sources,
5639,WAN,Wanborough,South East,Surrey,Guildford,UKJ2,"Surrey, East & West Sussex",South West Trains,,,," 28,275 "," 11,927 "," 15,655 "," 55,857 "," 28,275 "," 11,927 "," 15,655 "," 55,857 "," 111,714 "," 110,328 ", -   ,0,0,,,
5395,WSW,Wandsworth Common,London,Greater London,Wandsworth,UKI1,Inner London,Southern,,,London Travelcard Area Station," 203,835 "," 232,549 "," 481,158 "," 917,542 "," 203,835 "," 232,549 "," 481,158 "," 917,542 "," 1,835,084 "," 1,789,040 ", -   ,0,0,,,
5372,WWR,Wandsworth Road,London,Greater London,Lambeth,UKI1,Inner London,Southern,,,London Travelcard Area Station," 93,535 "," 87,372 "," 127,800 "," 308,707 "," 93,535 "," 87,372 "," 127,800 "," 308,707 "," 617,414 "," 547,786 ", -   ,1,0,High growth trend,,
5576,WNT,Wandsworth Town,London,Greater London,Wandsworth,UKI1,Inner London,South West Trains,,,London Travelcard Area Station," 417,141 "," 441,798 "," 1,105,384 "," 1,964,323 "," 417,141 "," 441,798 "," 1,105,384 "," 1,964,323 "," 3,928,646 "," 3,729,392 ", -   ,0,0,,,
7408,WNP,Wanstead Park,London,Greater London,Newham,UKI1,Inner London,London Overground,,,London Travelcard Area Station," 76,741 "," 138,552 "," 207,670 "," 422,963 "," 76,741 "," 138,552 "," 207,670 "," 422,963 "," 845,926 "," 767,308 "," 5,744 ",1,0,High growth trend,,
1085,WPE,Wapping,London,Greater London,Tower Hamlets,UKI1,Inner London,London Overground,,,London Travelcard Area Station," 250,209 "," 414,663 "," 119,817 "," 784,689 "," 250,209 "," 414,663 "," 119,817 "," 784,689 "," 1,569,378 "," 1,371,438 ", -   ,1,0,East London Line High Growth,,
5264,WBL,Warblington,South East,Hampshire,Havant,UKJ3,Hampshire and Isle of Wight,Southern,,,," 4,006 "," 4,495 "," 8,519 "," 17,020 "," 4,006 "," 4,495 "," 8,519 "," 17,020 "," 34,040 "," 33,232 ", -   ,0,0,,,
6824,WAR,Ware,East,Hertfordshire,East Hertfordshire,UKH2,Bedfordshire and Hertforshire,Abellio Greater Anglia,,,," 108,543 "," 167,445 "," 265,606 "," 541,594 "," 108,543 "," 167,445 "," 265,606 "," 541,594 "," 1,083,188 "," 1,053,174 ", -   ,0,0,,,
5959,WRM,Wareham,South West,Dorset,Purbeck,UKK2,Dorset and Somerset,South West Trains,,,," 45,813 "," 98,501 "," 27,957 "," 172,271 "," 45,813 "," 98,501 "," 27,957 "," 172,271 "," 344,542 "," 348,718 ", -   ,0,0,,,
3158,WGV,Wargrave,South East,Wokingham,Wokingham,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,," 11,213 "," 9,933 "," 26,809 "," 47,955 "," 11,213 "," 9,933 "," 26,809 "," 47,955 "," 95,910 "," 92,146 ", -   ,0,0,,,
5505,WMN,Warminster,South West,Wiltshire,West Wiltshire,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,," 62,873 "," 99,431 "," 31,907 "," 194,211 "," 62,873 "," 99,431 "," 31,907 "," 194,211 "," 388,422 "," 370,416 "," 14,651 ",0,0,,,
5316,WNH,Warnham,South East,West Sussex,Horsham,UKJ2,"Surrey, East & West Sussex",Southern,,,," 2,445 "," 1,914 "," 2,624 "," 6,983 "," 2,445 "," 1,914 "," 2,624 "," 6,983 "," 13,966 "," 14,728 ", -   ,0,0,,,
2384,WBQ,Warrington Bank Quay,North West,Warrington,Warrington,UKD2,Cheshire,Virgin Trains (West Coast),WARRINGTON BR,,," 172,948 "," 310,598 "," 57,042 "," 540,588 "," 172,948 "," 310,598 "," 57,042 "," 540,588 "," 1,081,176 "," 1,011,584 "," 636,340 ",0,0,,,
2390,WAC,Warrington Central,North West,Warrington,Warrington,UKD2,Cheshire,First TransPennine Express,WARRINGTON BR,,," 330,752 "," 375,874 "," 186,063 "," 892,689 "," 330,752 "," 375,874 "," 186,063 "," 892,689 "," 1,785,378 "," 1,661,954 "," 376,792 ",0,0,,,
4600,WRW,Warwick,West Midlands,Warwickshire,Warwick,UKG1,"Herefordshire, Worcestershire and Warwickshire",Chiltern Railways,,,," 70,876 "," 115,453 "," 91,147 "," 277,476 "," 70,876 "," 115,453 "," 91,147 "," 277,476 "," 554,952 "," 562,582 ", -   ,0,0,,,
8530,WRP,Warwick Parkway,West Midlands,Warwickshire,Warwick,UKG1,"Herefordshire, Worcestershire and Warwickshire",Chiltern Railways,,,," 77,012 "," 175,974 "," 65,982 "," 318,968 "," 77,012 "," 175,974 "," 65,982 "," 318,968 "," 637,936 "," 620,032 ", -   ,0,0,,,
1121,WTO,Water Orton,West Midlands,Warwickshire,North Warwickshire,UKG1,"Herefordshire, Worcestershire and Warwickshire",London Midland Trains,,,," 10,559 ", 715 ," 8,184 "," 19,458 "," 10,559 ", 715 ," 8,184 "," 19,458 "," 38,916 "," 40,752 ", -   ,0,0,,,
7079,WBC,Waterbeach,East,Cambridgeshire,South Cambridgeshire,UKH1,East Anglia,Govia Thameslink Railway,,,," 47,902 "," 68,320 "," 74,379 "," 190,601 "," 47,902 "," 68,320 "," 74,379 "," 190,601 "," 381,202 "," 344,726 ", -   ,1,0,Reason for change unclear,,
5241,WTR,Wateringbury,South East,Kent,Tonbridge And Malling,UKJ4,Kent,Southeastern,,,," 6,155 "," 8,803 "," 9,030 "," 23,988 "," 6,155 "," 8,803 "," 9,030 "," 23,988 "," 47,976 "," 49,796 ", -   ,0,0,,,
5598,WAT,Waterloo,London,Greater London,Lambeth,UKI1,Inner London,Network Rail,LONDON BR,,London Travelcard Area Station," 8,738,614 "," 15,295,175 "," 25,567,013 "," 49,600,802 "," 8,738,614 "," 15,295,175 "," 25,567,013 "," 49,600,802 "," 99,201,604 "," 98,442,742 "," 10,188,921 ",0,0,,,
5158,WAE,Waterloo (East),London,Greater London,Lambeth,UKI1,Inner London,Southeastern,LONDON BR,,London Travelcard Area Station," 468,261 "," 1,237,390 "," 2,230,290 "," 3,935,941 "," 468,261 "," 1,237,390 "," 2,230,290 "," 3,935,941 "," 7,871,882 "," 7,307,452 "," 1,376,610 ",0,0,,,
2133,WLO,Waterloo (Merseyside),North West,Merseyside,Sefton,UKD5,Merseyside,Merseyrail,,Merseyside,," 222,379 "," 301,492 "," 231,427 "," 755,298 "," 222,379 "," 301,492 "," 231,427 "," 755,298 "," 1,510,596 "," 1,476,604 ", -   ,0,0,,,
1455,WFH,Watford High Street,East,Hertfordshire,Watford,UKH2,Bedfordshire and Hertforshire,London Overground,,,," 126,589 "," 452,122 "," 35,062 "," 613,773 "," 126,589 "," 452,122 "," 35,062 "," 613,773 "," 1,227,546 "," 1,152,044 ", -   ,0,0,,,
1402,WFJ,Watford Junction,East,Hertfordshire,Watford,UKH2,Bedfordshire and Hertforshire,London Midland Trains,,,," 924,139 "," 1,804,552 "," 713,163 "," 3,441,854 "," 924,139 "," 1,804,552 "," 713,163 "," 3,441,854 "," 6,883,708 "," 6,412,858 "," 536,779 ",0,0,,,
1403,WFN,Watford North,East,Hertfordshire,Watford,UKH2,Bedfordshire and Hertforshire,London Midland Trains,,,," 8,374 "," 13,632 "," 24,253 "," 46,259 "," 8,374 "," 13,632 "," 24,253 "," 46,259 "," 92,518 "," 116,810 ", -   ,1,0,Abbey Line closed Nov-Dec for Watford upgrades,http://www.networkrail.co.uk/news/2014/nov/Abbey-line-closed-from-29-November-2014-as-Watford-upgrades-continue/,
7057,WTG,Watlington,East,Norfolk,Kings Lynn And West Norfolk,UKH1,East Anglia,Govia Thameslink Railway,,,," 15,654 "," 36,401 "," 19,897 "," 71,952 "," 15,654 "," 36,401 "," 19,897 "," 71,952 "," 143,904 "," 131,742 ", -   ,0,0,,,
6095,WAS,Watton-At-Stone,East,Hertfordshire,East Hertfordshire,UKH2,Bedfordshire and Hertforshire,Govia Thameslink Railway,,,," 20,673 "," 19,863 "," 43,478 "," 84,014 "," 20,673 "," 19,863 "," 43,478 "," 84,014 "," 168,028 "," 158,738 ", -   ,0,0,,,
3796,WNG,Waun-gron Park,Wales - Cymru,Cardiff - Caerdydd,Cardiff - Caerdydd,UKL2,East Wales,Arriva Trains Wales,,,," 21,979 "," 1,760 "," 11,789 "," 35,528 "," 21,979 "," 1,760 "," 11,789 "," 35,528 "," 71,056 "," 55,492 ", -   ,1,0,High Growth Trend (Wales),,
8589,WAV,Wavertree Technology Park,North West,Merseyside,Liverpool,UKD5,Merseyside,Northern Rail,,Merseyside,," 71,037 "," 69,398 "," 88,536 "," 228,971 "," 71,037 "," 69,398 "," 88,536 "," 228,971 "," 457,942 "," 468,252 ", -   ,0,0,,,
6859,WEE,Weeley,East,Essex,Tendring,UKH3,Essex,Abellio Greater Anglia,,,," 4,020 "," 4,267 "," 6,763 "," 15,050 "," 4,020 "," 4,267 "," 6,763 "," 15,050 "," 30,100 "," 25,748 ", -   ,1,0,High growth trend,,
8509,WET,Weeton,Yorkshire And The Humber,North Yorkshire,Harrogate,UKE2,North Yorkshire,Northern Rail,,,," 13,972 "," 12,607 "," 8,682 "," 35,261 "," 13,972 "," 12,607 "," 8,682 "," 35,261 "," 70,522 "," 64,476 ", -   ,0,0,,,
6073,WMG,Welham Green,East,Hertfordshire,Welwyn Hatfield,UKH2,Bedfordshire and Hertforshire,Govia Thameslink Railway,,,," 34,088 "," 24,043 "," 40,725 "," 98,856 "," 34,088 "," 24,043 "," 40,725 "," 98,856 "," 197,712 "," 190,672 ", -   ,0,0,,,
5128,WLI,Welling,London,Greater London,Bexley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station," 273,681 "," 273,903 "," 766,079 "," 1,313,663 "," 273,681 "," 273,903 "," 766,079 "," 1,313,663 "," 2,627,326 "," 2,525,006 ", -   ,0,0,,,
1940,WEL,Wellingborough,East Midlands,Northamptonshire,Wellingborough,UKF2,"Leicestershire, Rutland and Northamptonshire",East Midlands Trains,,,," 66,364 "," 162,702 "," 243,515 "," 472,581 "," 66,364 "," 162,702 "," 243,515 "," 472,581 "," 945,162 "," 922,196 ", 120 ,0,0,,,
4690,WLN,Wellington,West Midlands,Telford And Wrekin,Telford And Wrekin,UKG2,Shropshire and Staffordshire,London Midland Trains,,,," 117,838 "," 79,675 "," 107,107 "," 304,620 "," 117,838 "," 79,675 "," 107,107 "," 304,620 "," 609,240 "," 581,986 ", -   ,0,0,,,
4434,WLP,Welshpool,Wales - Cymru,Powys - Powys,Powys - Powys,UKL2,East Wales,Arriva Trains Wales,,,," 40,253 "," 25,325 "," 1,294 "," 66,872 "," 40,253 "," 25,325 "," 1,294 "," 66,872 "," 133,744 "," 122,446 ", -   ,0,0,,,
6183,WGC,Welwyn Garden City,East,Hertfordshire,Welwyn Hatfield,UKH2,Bedfordshire and Hertforshire,Govia Thameslink Railway,,,," 385,798 "," 460,887 "," 515,323 "," 1,362,008 "," 385,798 "," 460,887 "," 515,323 "," 1,362,008 "," 2,724,016 "," 2,677,778 "," 72,221 ",0,0,,,
6096,WLW,Welwyn North,East,Hertfordshire,Welwyn Hatfield,UKH2,Bedfordshire and Hertforshire,Govia Thameslink Railway,,,," 71,206 "," 89,885 "," 121,757 "," 282,848 "," 71,206 "," 89,885 "," 121,757 "," 282,848 "," 565,696 "," 548,492 ", -   ,0,0,,,
1347,WEM,Wem,West Midlands,Shropshire,North Shropshire,UKG2,Shropshire and Staffordshire,Arriva Trains Wales,,,," 19,321 "," 23,941 "," 8,217 "," 51,479 "," 19,321 "," 23,941 "," 8,217 "," 51,479 "," 102,958 "," 98,130 ", -   ,0,0,,,
1423,WMB,Wembley Central,London,Greater London,Brent,UKI2,Outer London,London Underground,,,London Travelcard Area Station," 269,572 "," 651,482 "," 665,119 "," 1,586,173 "," 269,572 "," 651,482 "," 665,119 "," 1,586,173 "," 3,172,346 "," 2,973,376 "," 60,156 ",0,0,,,
1509,WCX,Wembley Stadium,London,Greater London,Brent,UKI2,Outer London,Chiltern Railways,,,London Travelcard Area Station," 61,754 "," 164,965 "," 62,279 "," 288,998 "," 61,754 "," 164,965 "," 62,279 "," 288,998 "," 577,996 "," 587,924 ", -   ,0,0,,,
9673,WMS,Wemyss Bay,Scotland,Inverclyde,Inverclyde,UKM3,South Western Scotland,ScotRail,,Strathclyde,," 40,193 "," 56,356 "," 11,466 "," 108,015 "," 40,193 "," 56,356 "," 11,466 "," 108,015 "," 216,030 "," 213,038 ", -   ,0,0,,,
1466,WND,Wendover,South East,Buckinghamshire,Aylesbury Vale,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",Chiltern Railways,,,," 57,202 "," 62,717 "," 123,817 "," 243,736 "," 57,202 "," 62,717 "," 123,817 "," 243,736 "," 487,472 "," 462,690 ", -   ,0,0,,,
2681,WNN,Wennington,North West,Lancashire,Lancaster,UKD4,Lancashire,Northern Rail,,,," 1,446 ", 300 , -   ," 1,746 "," 1,446 ", 300 , -   ," 1,746 "," 3,492 "," 3,378 ", -   ,0,0,,,
2266,WSA,West Allerton,North West,Merseyside,Liverpool,UKD5,Merseyside,Northern Rail,,Merseyside,," 11,724 "," 20,145 "," 14,807 "," 46,676 "," 11,724 "," 20,145 "," 14,807 "," 46,676 "," 93,352 "," 92,710 ", -   ,0,0,,,
8875,WBP,West Brompton,London,Greater London,Kensington And Chelsea,UKI1,Inner London,London Underground,,,London Travelcard Area Station," 581,893 "," 835,182 "," 265,677 "," 1,682,752 "," 581,893 "," 835,182 "," 265,677 "," 1,682,752 "," 3,365,504 "," 2,524,230 ", -   ,1,0,Underestimation of PAYG demand in 2013/14,,
5684,WBY,West Byfleet,South East,Surrey,Woking,UKJ2,"Surrey, East & West Sussex",South West Trains,,,," 162,494 "," 175,538 "," 347,789 "," 685,821 "," 162,494 "," 175,538 "," 347,789 "," 685,821 "," 1,371,642 "," 1,325,210 ", -   ,0,0,,,
9250,WCL,West Calder,Scotland,West Lothian,West Lothian,UKM2,Eastern Scotland,ScotRail,,,," 21,932 "," 26,970 "," 16,908 "," 65,810 "," 21,932 "," 26,970 "," 16,908 "," 65,810 "," 131,620 "," 122,448 ", -   ,0,0,,,
5411,WCY,West Croydon,London,Greater London,Croydon,UKI2,Outer London,London Overground,CROYDON BR,,London Travelcard Area Station," 498,362 "," 951,144 "," 794,528 "," 2,244,034 "," 498,362 "," 951,144 "," 794,528 "," 2,244,034 "," 4,488,068 "," 4,280,342 "," 472,441 ",0,0,,,
3174,WDT,West Drayton,London,Greater London,Hillingdon,UKI2,Outer London,First Great Western,,,London Travelcard Area Station," 253,477 "," 546,101 "," 371,539 "," 1,171,117 "," 253,477 "," 546,101 "," 371,539 "," 1,171,117 "," 2,342,234 "," 2,059,712 ", -   ,1,0,Strong growth trend,,
5086,WDU,West Dulwich,London,Greater London,Southwark,UKI1,Inner London,Southeastern,,,London Travelcard Area Station," 135,771 "," 154,582 "," 262,104 "," 552,457 "," 135,771 "," 154,582 "," 262,104 "," 552,457 "," 1,104,914 "," 1,025,312 ", -   ,0,0,,,
3188,WEA,West Ealing,London,Greater London,Ealing,UKI2,Outer London,First Great Western,,,London Travelcard Area Station," 109,849 "," 101,290 "," 462,373 "," 673,512 "," 109,849 "," 101,290 "," 462,373 "," 673,512 "," 1,347,024 "," 1,302,320 "," 1,456 ",0,0,,,
7474,WEH,West Ham,London,Greater London,Newham,UKI1,Inner London,c2c,,,London Travelcard Area Station," 929,077 "," 1,271,040 "," 454,098 "," 2,654,215 "," 929,077 "," 1,271,040 "," 454,098 "," 2,654,215 "," 5,308,430 "," 3,689,700 "," 17,109 ",1,0,Underestimation of PAYG demand in 2013/14,,
1421,WHD,West Hampstead,London,Greater London,Camden,UKI1,Inner London,London Overground,WEST HAMPSTEAD BR,,London Travelcard Area Station," 403,173 "," 627,039 "," 1,327,875 "," 2,358,087 "," 403,173 "," 627,039 "," 1,327,875 "," 2,358,087 "," 4,716,174 "," 4,458,164 "," 513,925 ",0,0,,,
1525,WHP,West Hampstead Thameslink,London,Greater London,Camden,UKI1,Inner London,Govia Thameslink Railway,WEST HAMPSTEAD BR,,London Travelcard Area Station," 364,063 "," 399,025 "," 1,032,610 "," 1,795,698 "," 364,063 "," 399,025 "," 1,032,610 "," 1,795,698 "," 3,591,396 "," 3,288,720 "," 768,583 ",0,0,,,
7466,WHR,West Horndon,East,Essex,Brentwood,UKH3,Essex,c2c,,,," 59,197 "," 24,108 "," 94,510 "," 177,815 "," 59,197 "," 24,108 "," 94,510 "," 177,815 "," 355,630 "," 355,416 ", -   ,0,0,,,
9564,WKB,West Kilbride,Scotland,North Ayrshire,North Ayrshire,UKM3,South Western Scotland,ScotRail,,Strathclyde,," 27,195 "," 42,959 "," 22,029 "," 92,183 "," 27,195 "," 42,959 "," 22,029 "," 92,183 "," 184,366 "," 186,920 ", -   ,0,0,,,
2201,WKI,West Kirby,North West,Merseyside,Wirral,UKD5,Merseyside,Merseyrail,,Merseyside,," 124,064 "," 358,007 "," 90,453 "," 572,524 "," 124,064 "," 358,007 "," 90,453 "," 572,524 "," 1,145,048 "," 1,122,398 ", -   ,0,0,,,
5129,WMA,West Malling,South East,Kent,Tonbridge And Malling,UKJ4,Kent,Southeastern,,,," 71,901 "," 128,294 "," 190,850 "," 391,045 "," 71,901 "," 128,294 "," 190,850 "," 391,045 "," 782,090 "," 760,292 ", -   ,0,0,,,
5438,WNW,West Norwood,London,Greater London,Lambeth,UKI1,Inner London,Southern,,,London Travelcard Area Station," 225,132 "," 318,874 "," 588,603 "," 1,132,609 "," 225,132 "," 318,874 "," 588,603 "," 1,132,609 "," 2,265,218 "," 2,118,260 "," 24,277 ",0,0,,,
3059,WRU,West Ruislip,London,Greater London,Hillingdon,UKI2,Outer London,Chiltern Railways,,,London Travelcard Area Station," 47,440 "," 114,858 "," 45,637 "," 207,935 "," 47,440 "," 114,858 "," 45,637 "," 207,935 "," 415,870 "," 312,398 "," 2,573 ",1,0,Possible PAYG redistribution,,
7329,WRN,West Runton,East,Norfolk,North Norfolk,UKH1,East Anglia,Abellio Greater Anglia,,,," 6,427 "," 5,480 "," 1,325 "," 13,232 "," 6,427 "," 5,480 "," 1,325 "," 13,232 "," 26,464 "," 23,972 ", -   ,1,0,Reason for change unclear - may be linked to CRP,,
